symbol; frequency
'об'; 0.003963251441978199
' у'; 0.0039407400737372375
'ем'; 0.0038969679688242564
'н '; 0.003891965442548487
'ак'; 0.00387195533744541
'мо'; 0.003853195863911275
'ск'; 0.003820679443118775
'ед'; 0.003773155443498967
'ам'; 0.003754395969964832
' г'; 0.003741889654275409
'ме'; 0.0037256314438791588
'ль'; 0.0036280821815016582
'до'; 0.003551793655796177
'ой'; 0.0035417886032446384
'ся'; 0.003511773445590023
'же'; 0.003344188815351753
'се'; 0.003217875026888579
'ру'; 0.003167849764130886
' е'; 0.003160345974717232
'ми'; 0.003119075132942136
'па'; 0.003065297975477616
'бы'; 0.003052791659788193
'ис'; 0.0030302802915472314
'нн'; 0.003001515765461558
'аз'; 0.002972751239375885
'ки'; 0.002950239871134923
'ег'; 0.0029227259766181923
'си'; 0.0029127209240666536
'ав'; 0.002897713345239346
'им'; 0.0028639462928779034
'ма'; 0.002846437450912711
'ди'; 0.0028051666091376145
'тв'; 0.0027964121881550183
'ви'; 0.002787657767172422
'со'; 0.0027701489252072295
'че'; 0.0027601438726556913
'чт'; 0.002756391977948864
'га'; 0.002738883135983672
'ну'; 0.0027338806097079024
'сл'; 0.0026901085047949212
'тр'; 0.002688857873225979
'ю '; 0.002632579452623575
'вы'; 0.002603814926537902
'ик'; 0.002530027663970305
'пл'; 0.002506265664160401
'из'; 0.0024487366119890545
' л'; 0.0023849544019729964
'ар'; 0.0023761999809904003
'ие'; 0.0023311772445084766
'ус'; 0.002269896297630303
'ид'; 0.0022273748242862645
'бо'; 0.00222487356114838
'ив'; 0.00213857998289136
'ок'; 0.00208980535170261
'сь'; 0.0020735471413063596
'сп'; 0.00203602819423809
'ей'; 0.0019659928263773205
'са'; 0.0019647421948083784
'их'; 0.001963491563239436
'вс'; 0.0019397295634295318
'пе'; 0.0018922055638097238
'ад'; 0.0018634410377240506
'му'; 0.0018196689328110697
'ия'; 0.0018184183012421272
' э'; 0.0018071626171216465
'ое'; 0.001789653775156454
'чи'; 0.0017808993541738578
'ля'; 0.001718367775726742
'ры'; 0.001714615881019915
'ож'; 0.001698357670623665
' а'; 0.0016795981970895303
'кр'; 0.0016608387235553955
'ше'; 0.0016495830394349146
'св'; 0.0016495830394349146
'ку'; 0.0016395779868833762
'ты'; 0.0016220691449181836
'ду'; 0.0015770464084362602
'дн'; 0.0015545350401952986
'бе'; 0.001552033777057414
'оз'; 0.0015432793560748177
'ыл'; 0.00152827177724751
'ча'; 0.00152827177724751
'ши'; 0.0015232692509717406
'ый'; 0.00151201356685126
'ые'; 0.0014982566195928945
'ул'; 0.0014957553564550097
'зн'; 0.0014907528301792406
'бр'; 0.0014907528301792406
'лс'; 0.001484499672334529
'вн'; 0.0014719933566451058
'гл'; 0.0014682414619382788
'жи'; 0.0014682414619382788
'ых'; 0.0014557351462488556
'ут'; 0.0014519832515420287
'аб'; 0.0014507326199730865
'хо'; 0.0014507326199730865
'ая'; 0.001436975672714721
'ще'; 0.0014344744095768362
' я'; 0.0014294718833010671
'з '; 0.001421968093887413
'ев'; 0.001416965567611644
'уд'; 0.0014044592519222208
'д '; 0.0014032086203532785
'ои'; 0.0013681909364228935
'мн'; 0.0013644390417160666
'лу'; 0.0013506820944577012
'оч'; 0.001341927673475105
'эт'; 0.0013031580948378932
' ж'; 0.0012856492528727007
'тн'; 0.001270641674045393
'оп'; 0.0012693910424764507
'ым'; 0.001266889779338566
'уч'; 0.0012556340952180852
'бл'; 0.0012343733585460659
'лэ'; 0.0012131126218740463
'мы'; 0.001211861990305104
'аж'; 0.0012106113587361618
'эг'; 0.0012093607271672195
'ек'; 0.0012018569377535656
'бу'; 0.0011906012536330847
'кт'; 0.0011880999904952002
'еб'; 0.0011855987273573154
'ту'; 0.0011855987273573154
'ьн'; 0.0011830974642194308
' х'; 0.0011805962010815463
'ий'; 0.0011618367275474115
'ят'; 0.001148079780289046
'уж'; 0.001144327885582219
'др'; 0.0011218165173412574
'вл'; 0.0011218165173412574
'ир'; 0.001120565885772315
'тс'; 0.0011055583069450071
'ич'; 0.0010955532543934687
'ез'; 0.0010930519912555842
'р '; 0.0010893000965487571
'нт'; 0.0010817963071351033
'зв'; 0.001080545675566161
'ую'; 0.0010755431492903917
'гр'; 0.001065538096738853
'гд'; 0.0010430267284978914
'ги'; 0.0010317710443774105
'ии'; 0.0010280191496705837
'пу'; 0.0010205153602569298
'би'; 0.001018014097119045
'ае'; 0.0010030065182917373
'ня'; 0.0009942520973091412
'жн'; 0.0009917508341712564
'ах'; 0.0009842470447576025
'ун'; 0.0009692394659302948
'ее'; 0.0009617356765166409
'ьс'; 0.0009442268345514485
'ум'; 0.0009229660978794291
'ци'; 0.0009154623084657752
'лп'; 0.0009129610453278905
'см'; 0.0009092091506210636
'уб'; 0.0009029559927763521
'ап'; 0.0009017053612074097
'аг'; 0.0008917003086558712
'рт'; 0.0008904496770869289
'ай'; 0.0008891990455179865
'жа'; 0.000886697782380102
'ук'; 0.000882945887673275
'жд'; 0.0008741914666906788
'це'; 0.0008716902035527941
'еч'; 0.0008654370457080825
'пи'; 0.0008654370457080825
'чн'; 0.0008604345194323133
'рн'; 0.000855431993156544
'щи'; 0.0008454269406050055
'кл'; 0.0008441763090360632
'ря'; 0.0008366725196224093
'зд'; 0.0008154117829503899
'ыт'; 0.000807907993536736
'дв'; 0.0007941510462783706
'ыв'; 0.0007853966252957744
'лю'; 0.0007741409411752935
'уг'; 0.0007678877833305819
'дл'; 0.0007628852570548127
'су'; 0.0007578827307790434
'дж'; 0.0007553814676411588
'ач'; 0.0007516295729343319
'аю'; 0.0007391232572449087
'иш'; 0.0007378726256759663
'еш'; 0.0007353713625380818
'зо'; 0.0007353713625380818
'вр'; 0.0007353713625380818
'ьк'; 0.0007328700994001971
'ды'; 0.0007266169415554855
'тк'; 0.0006903486260561583
'сс'; 0.0006903486260561583
'аш'; 0.000689097994487216
'уп'; 0.0006878473629182738
'еп'; 0.0006853460997803891
' ф'; 0.0006840954682114467
'еж'; 0.0006678372578151967
'ыс'; 0.0006665866262462543
'ош'; 0.0006565815736947158
'вш'; 0.0006528296789878889
'лы'; 0.0006378221001605811
'ув'; 0.0006378221001605811
'сн'; 0.0006365714685916387
'ша'; 0.0006328195738848118
'ба'; 0.0006328195738848118
'ял'; 0.0006278170476090426
'яд'; 0.0006203132581953886
'оя'; 0.0006190626266264463
'ву'; 0.0006153107319196194
'нс'; 0.0006115588372127925
'гу'; 0.0006103082056438501
'нц'; 0.0006003031530923117
'иа'; 0.0005953006268165424
'ох'; 0.0005902981005407731
'иу'; 0.0005902981005407731
'шь'; 0.0005840449426960615
'ещ'; 0.0005815436795581769
'вз'; 0.0005690373638687537
'иг'; 0.0005652854691619268
'г '; 0.0005577816797482729
' ш'; 0.0005515285219035613
'ям'; 0.0005452753640588497
'зм'; 0.0005365209430762536
'ца'; 0.0005352703115073112
'иц'; 0.000530267785231542
'нь'; 0.0005252652589557726
'ке'; 0.0005240146273868304
'ущ'; 0.0005177614695421188
'ур'; 0.0005177614695421188
'йн'; 0.0005165108379731765
'зу'; 0.0005152602064042341
'чу'; 0.0005127589432663495
'ью'; 0.0004952501013011571
'зи'; 0.0004902475750253878
'иб'; 0.0004902475750253878
'лн'; 0.00048649568031856085
'рг'; 0.0004852450487496186
'ех'; 0.00047523999619808005
'ац'; 0.0004739893646291377
'дс'; 0.00047148810149125306
'рд'; 0.0004677362067844261
'ию'; 0.0004664855752154838
'лл'; 0.00046148304893971453
'ьш'; 0.00045147799638817606
'пы'; 0.0004502273648192337
'зг'; 0.0004402223122676952
'бн'; 0.0004252147334403874
'тя'; 0.00042271347030250274
'ян'; 0.0004189615755956758
'мя'; 0.0004177109440267335
'лж'; 0.00041520968088884887
'ющ'; 0.00041520968088884887
'уу'; 0.00041145778618202194
'уш'; 0.0004102071546130796
'нк'; 0.0004089565230441373
'ощ'; 0.00040645525990625267
'йс'; 0.00039895147049259875
'рв'; 0.0003951995757857718
'гн'; 0.0003889464179410602
'ща'; 0.0003889464179410602
'шл'; 0.0003851945232342333
'ют'; 0.00038394389166529095
'нд'; 0.00038144262852740635
'ащ'; 0.0003676856812690409
' ц'; 0.0003651844181311562
'ха'; 0.00035768062871750235
'уз'; 0.00035392873401067536
'яв'; 0.00035017683930384843
'сч'; 0.00034892620773490615
'рж'; 0.0003476755761659638
'бя'; 0.0003464249445970215
'яс'; 0.00034142241832125223
'рм'; 0.0003389211551833676
'зр'; 0.00033391862890759836
'ец'; 0.00031265789223557897
'фе'; 0.00031265789223557897
'кн'; 0.0003101566290976943
'ср'; 0.0003101566290976943
'аи'; 0.0003064047343908674
'ц '; 0.00030390347125298277
'фо'; 0.00030390347125298277
'рс'; 0.00030015157654615584
'оо'; 0.0002976503134082712
'зе'; 0.00029639968183932885
'сд'; 0.00029639968183932885
'ыш'; 0.00029389841870144424
'вя'; 0.00028764526085673265
'зы'; 0.0002863946292877903
'ух'; 0.0002863946292877903
'ящ'; 0.00027889083987413645
'рь'; 0.0002763895767362518
'сы'; 0.0002763895767362518
'хн'; 0.0002751389451673095
'ья'; 0.0002751389451673095
'ье'; 0.0002738883135983672
'хи'; 0.00027263768202942485
'кс'; 0.00027263768202942485
'дя'; 0.00027013641889154025
'вп'; 0.00026638452418471326
'лк'; 0.0002601313663400017
'яз'; 0.0002588807347710594
'ою'; 0.00025763010320211706
'шн'; 0.00025512884006423245
'кв'; 0.0002538782084952901
'вк'; 0.0002513769453574055
'ио'; 0.00024887568221952086
'дк'; 0.00024762505065057853
'бс'; 0.0002451237875126939
'ык'; 0.0002438731559437516
'хр'; 0.00024012126123692466
'дь'; 0.00024012126123692466
'шк'; 0.0002351187349611554
'иж'; 0.00023011620868538613
'зл'; 0.0002288655771164438
'юд'; 0.0002276149455475015
'ге'; 0.0002276149455475015
'ео'; 0.00022511368240961686
'ип'; 0.00022261241927173223
'нг'; 0.00022261241927173223
'уе'; 0.00021760989299596297
'фи'; 0.00021635926142702064
'рк'; 0.00021510862985807833
'чь'; 0.00021510862985807833
'рш'; 0.0002126073667201937
'ыр'; 0.0002126073667201937
'сх'; 0.00021135673515125137
'ях'; 0.00020885547201336674
'рх'; 0.0002063542088754821
'вт'; 0.0002063542088754821
'йт'; 0.0002051035773065398
'мл'; 0.0002051035773065398
'зб'; 0.00020135168259971287
'хл'; 0.00019509852475500127
'рр'; 0.00019509852475500127
'хв'; 0.00019509852475500127
'юб'; 0.000190095998479232
'вь'; 0.000190095998479232
'нч'; 0.00018759473534134738
'юч'; 0.00018634410377240507
'шу'; 0.00018634410377240507
'б '; 0.0001825922090655781
'бщ'; 0.0001813415774966358
'цы'; 0.00017758968278980885
'ыб'; 0.00017633905122086654
'бь'; 0.0001738377880829819
'вм'; 0.00017258715651403958
'шо'; 0.00017258715651403958
'оц'; 0.00017133652494509728
'ея'; 0.00017133652494509728
'цо'; 0.00017008589337615495
'йд'; 0.00016758463023827032
'рп'; 0.00016383273553144338
'ау'; 0.00016258210396250105
'зя'; 0.00016133147239355875
'ищ'; 0.00016008084082461642
'ьз'; 0.00015883020925567412
'мп'; 0.0001575795776867318
'аа'; 0.00015632894611778949
'ьм'; 0.00015632894611778949
'хе'; 0.00015632894611778949
'тл'; 0.00015507831454884716
'ын'; 0.00015507831454884716
'ж '; 0.00015382768297990485
'йм'; 0.00015257705141096252
'жу'; 0.00015257705141096252
'йч'; 0.00015132641984202022
'зк'; 0.00015132641984202022
'чо'; 0.00014632389356625096
'ьц'; 0.00014632389356625096
'чк'; 0.00014632389356625096
'ыг'; 0.00014507326199730865
'вд'; 0.00014257199885942402
'цл'; 0.0001413213672904817
'эк'; 0.0001413213672904817
'щу'; 0.0001413213672904817
'эн'; 0.00013882010415259706
'мс'; 0.00013756947258365476
'лг'; 0.00013756947258365476
'ыд'; 0.00013756947258365476
'дд'; 0.00013631884101471243
'ыч'; 0.00013506820944577012
'ып'; 0.00013506820944577012
' ю'; 0.00013131631473894316
'фа'; 0.00013131631473894316
'нр'; 0.00012881505160105853
'еу'; 0.00012881505160105853
'пн'; 0.00012756442003211623
'щь'; 0.0001250631568942316
'еа'; 0.00012256189375634696
'тч'; 0.00012006063061846233
'ню'; 0.00012006063061846233
'щн'; 0.00011630873591163538
'яю'; 0.00011630873591163538
'юн'; 0.00011630873591163538
'мм'; 0.00011630873591163538
'яч'; 0.00011630873591163538
'дп'; 0.00011505810434269306
'рб'; 0.00011505810434269306
'еи'; 0.00011255684120480843
'дц'; 0.00011130620963586612
'сю'; 0.00011130620963586612
'ш '; 0.0001100555780669238
'ею'; 0.0001100555780669238
' й'; 0.00010880494649798148
'яе'; 0.00010755431492903917
'дт'; 0.00010755431492903917
'юс'; 0.00010630368336009685
'уа'; 0.00010630368336009685
'тп'; 0.00010630368336009685
'п '; 0.00010505305179115453
'тд'; 0.00010380242022221222
'зь'; 0.0001025517886532699
'уи'; 0.0001025517886532699
'пя'; 0.0001025517886532699
'бк'; 0.00010130115708432759
'ыз'; 0.00010005052551538527
'гк'; 9.754926237750064e-05
'эр'; 9.754926237750064e-05
'жк'; 9.5047999239616e-05
'дч'; 9.379736767067369e-05
'эл'; 9.379736767067369e-05
'юз'; 9.379736767067369e-05
'йи'; 9.254673610173137e-05
'ч '; 9.254673610173137e-05
'яр'; 9.254673610173137e-05
'сш'; 9.004547296384674e-05
'чш'; 9.004547296384674e-05
'нф'; 9.004547296384674e-05
'йц'; 8.879484139490442e-05
'рю'; 8.879484139490442e-05
'йк'; 8.754420982596211e-05
'пт'; 8.629357825701979e-05
'тм'; 8.629357825701979e-05
'кж'; 8.504294668807747e-05
'ху'; 8.504294668807747e-05
'лч'; 8.504294668807747e-05
'йш'; 8.504294668807747e-05
'фл'; 8.504294668807747e-05
'яж'; 8.379231511913516e-05
'тт'; 8.379231511913516e-05
'дш'; 8.254168355019284e-05
'сб'; 8.129105198125053e-05
'рц'; 7.87897888433659e-05
'яя'; 7.628852570548126e-05
'мь'; 7.628852570548126e-05
'уя'; 7.628852570548126e-05
'иф'; 7.503789413653896e-05
'кц'; 7.503789413653896e-05
'чл'; 7.503789413653896e-05
'мк'; 7.378726256759664e-05
'ьб'; 7.378726256759664e-05
'яг'; 7.253663099865433e-05
'фр'; 7.253663099865433e-05
'оф'; 7.128599942971201e-05
'мг'; 7.128599942971201e-05
'пп'; 7.00353678607697e-05
'ьт'; 6.753410472288506e-05
'бв'; 6.628347315394275e-05
'аф'; 6.628347315394275e-05
'як'; 6.628347315394275e-05
'йо'; 6.128094687817348e-05
'дм'; 6.0030315309231164e-05
'тф'; 6.0030315309231164e-05
'гв'; 6.0030315309231164e-05
'яц'; 6.0030315309231164e-05
'уй'; 6.0030315309231164e-05
'нщ'; 6.0030315309231164e-05
'ао'; 5.877968374028885e-05
'бх'; 5.877968374028885e-05
'юк'; 5.6278420602404216e-05
'рл'; 5.6278420602404216e-05
'ьч'; 5.6278420602404216e-05
'лв'; 5.6278420602404216e-05
'йф'; 5.6278420602404216e-05
'жо'; 5.6278420602404216e-05
'ыж'; 5.6278420602404216e-05
'хт'; 5.50277890334619e-05
'цв'; 5.50277890334619e-05
'оу'; 5.377715746451958e-05
'мч'; 5.252652589557727e-05
'мб'; 5.252652589557727e-05
'рч'; 5.127589432663495e-05
'пь'; 5.127589432663495e-05
'бм'; 5.0025262757692635e-05
'сэ'; 5.0025262757692635e-05
'ьи'; 5.0025262757692635e-05
'бб'; 4.877463118875032e-05
'шт'; 4.877463118875032e-05
'бд'; 4.877463118875032e-05
'хм'; 4.877463118875032e-05
'сц'; 4.877463118875032e-05
'лт'; 4.7523999619808e-05
'пк'; 4.6273368050865686e-05
'юм'; 4.502273648192337e-05
'тц'; 4.3772104912981054e-05
'цу'; 4.3772104912981054e-05
'лд'; 4.3772104912981054e-05
'юж'; 4.3772104912981054e-05
'рз'; 4.3772104912981054e-05
'щ '; 4.3772104912981054e-05
'сф'; 4.252147334403874e-05
'оэ'; 4.252147334403874e-05
'хс'; 4.127084177509642e-05
'фт'; 4.0020210206154105e-05
'вх'; 4.0020210206154105e-05
'дх'; 3.876957863721179e-05
'тб'; 3.751894706826948e-05
'эп'; 3.751894706826948e-05
'сж'; 3.626831549932716e-05
'эм'; 3.626831549932716e-05
'кк'; 3.626831549932716e-05
'зз'; 3.501768393038485e-05
' щ'; 3.501768393038485e-05
'вв'; 3.376705236144253e-05
'оа'; 3.376705236144253e-05
'жб'; 3.376705236144253e-05
'тщ'; 3.376705236144253e-05
'еф'; 3.12657892235579e-05
'юю'; 3.12657892235579e-05
'чр'; 3.0015157654615582e-05
'ьд'; 3.0015157654615582e-05
'юр'; 3.0015157654615582e-05
'рщ'; 3.0015157654615582e-05
'юш'; 3.0015157654615582e-05
'мф'; 3.0015157654615582e-05
'мр'; 2.8764526085673266e-05
'дб'; 2.8764526085673266e-05
'нз'; 2.8764526085673266e-05
'тю'; 2.8764526085673266e-05
'зж'; 2.751389451673095e-05
'вц'; 2.751389451673095e-05
'фы'; 2.751389451673095e-05
'дю'; 2.751389451673095e-05
'пю'; 2.6263262947788634e-05
'ф '; 2.6263262947788634e-05
'жг'; 2.6263262947788634e-05
'ыц'; 2.6263262947788634e-05
'фф'; 2.6263262947788634e-05
'нв'; 2.6263262947788634e-05
'бж'; 2.6263262947788634e-05
'сг'; 2.6263262947788634e-05
'яи'; 2.5012631378846317e-05
'гч'; 2.3761999809904e-05
'кз'; 2.3761999809904e-05
'эф'; 2.3761999809904e-05
'дг'; 2.3761999809904e-05
'яй'; 2.2511368240961685e-05
'йр'; 2.2511368240961685e-05
'ьг'; 2.126073667201937e-05
'фу'; 2.126073667201937e-05
'ыя'; 2.126073667201937e-05
'йл'; 2.0010105103077053e-05
'уо'; 2.0010105103077053e-05
'лм'; 1.875947353413474e-05
'нж'; 1.875947353413474e-05
'йг'; 1.875947353413474e-05
'бш'; 1.7508841965192423e-05
'тш'; 1.7508841965192423e-05
'шп'; 1.7508841965192423e-05
'эй'; 1.6258210396250107e-05
'шв'; 1.6258210396250107e-05
'мц'; 1.6258210396250107e-05
'ыи'; 1.6258210396250107e-05
'дз'; 1.6258210396250107e-05
'жч'; 1.5007578827307791e-05
'уэ'; 1.5007578827307791e-05
'кш'; 1.5007578827307791e-05
'гт'; 1.5007578827307791e-05
'зч'; 1.5007578827307791e-05
'пц'; 1.3756947258365475e-05
'эс'; 1.3756947258365475e-05
'гс'; 1.3756947258365475e-05
'гм'; 1.3756947258365475e-05
'щр'; 1.2506315689423159e-05
'тх'; 1.2506315689423159e-05
'бю'; 1.2506315689423159e-05
'мв'; 1.2506315689423159e-05
'ыщ'; 1.2506315689423159e-05
'ьп'; 1.2506315689423159e-05
'жь'; 1.2506315689423159e-05
'нм'; 1.2506315689423159e-05
'йю'; 1.2506315689423159e-05
'лз'; 1.1255684120480842e-05
'шр'; 1.1255684120480842e-05
'йу'; 1.1255684120480842e-05
'яп'; 1.1255684120480842e-05
'нл'; 1.1255684120480842e-05
'эх'; 1.0005052551538526e-05
'чв'; 1.0005052551538526e-05
'э '; 1.0005052551538526e-05
'юх'; 1.0005052551538526e-05
'зц'; 1.0005052551538526e-05
'вб'; 1.0005052551538526e-05
'вщ'; 1.0005052551538526e-05
'уц'; 1.0005052551538526e-05
'вч'; 8.754420982596212e-06
'тэ'; 8.754420982596212e-06
'вг'; 8.754420982596212e-06
'шм'; 8.754420982596212e-06
'лб'; 8.754420982596212e-06
'зт'; 8.754420982596212e-06
'юл'; 8.754420982596212e-06
'бт'; 7.5037894136538955e-06
'юг'; 7.5037894136538955e-06
'эв'; 7.5037894136538955e-06
'ьф'; 7.5037894136538955e-06
'юц'; 7.5037894136538955e-06
'ьщ'; 7.5037894136538955e-06
'цк'; 7.5037894136538955e-06
'мэ'; 7.5037894136538955e-06
'яб'; 7.5037894136538955e-06
'аэ'; 7.5037894136538955e-06
'рф'; 7.5037894136538955e-06
'жж'; 7.5037894136538955e-06
'йп'; 7.5037894136538955e-06
'пс'; 6.253157844711579e-06
'мз'; 6.253157844711579e-06
'бз'; 6.253157844711579e-06
'тг'; 6.253157844711579e-06
'лр'; 6.253157844711579e-06
'юа'; 6.253157844711579e-06
'пч'; 6.253157844711579e-06
'жп'; 6.253157844711579e-06
'йв'; 5.002526275769263e-06
'тз'; 5.002526275769263e-06
'шц'; 5.002526275769263e-06
'мщ'; 5.002526275769263e-06
'нш'; 5.002526275769263e-06
'сз'; 3.7518947068269478e-06
'жл'; 3.7518947068269478e-06
'ьо'; 3.7518947068269478e-06
'жз'; 3.7518947068269478e-06
'йз'; 3.7518947068269478e-06
'хг'; 3.7518947068269478e-06
'хш'; 3.7518947068269478e-06
'кч'; 3.7518947068269478e-06
'гэ'; 3.7518947068269478e-06
'гш'; 3.7518947068269478e-06
'гг'; 3.7518947068269478e-06
'зш'; 3.7518947068269478e-06
'фс'; 3.7518947068269478e-06
'жс'; 3.7518947068269478e-06
'лщ'; 3.7518947068269478e-06
'эд'; 2.5012631378846316e-06
'фн'; 2.5012631378846316e-06
'бч'; 2.5012631378846316e-06
'фя'; 2.5012631378846316e-06
'уф'; 2.5012631378846316e-06
'жр'; 2.5012631378846316e-06
'йе'; 2.5012631378846316e-06
'нп'; 2.5012631378846316e-06
'нб'; 2.5012631378846316e-06
'жт'; 2.5012631378846316e-06
'пг'; 1.2506315689423158e-06
'зп'; 1.2506315689423158e-06
'эя'; 1.2506315689423158e-06
'кэ'; 1.2506315689423158e-06
'эо'; 1.2506315689423158e-06
'ьв'; 1.2506315689423158e-06
'тж'; 1.2506315689423158e-06
'хь'; 1.2506315689423158e-06
'эш'; 1.2506315689423158e-06
'пб'; 1.2506315689423158e-06
'дф'; 1.2506315689423158e-06
'бг'; 1.2506315689423158e-06
'фм'; 1.2506315689423158e-06
'хэ'; 1.2506315689423158e-06
'нх'; 1.2506315689423158e-06
'йщ'; 1.2506315689423158e-06
'кб'; 1.2506315689423158e-06
'фэ'; 1.2506315689423158e-06
'фш'; 1.2506315689423158e-06
