                   1,                   2,                   3,                   4,                   5,                   6,                   7,                   8,                   9,                  10,                  11,                  12,                  13,                  14,                  15,                  16,                  17,                  18,                  19,                  20,                  21,                  22,                  23,                  24,                  25,                  26,                  27,                  28,                  29,
0.032630442257439628,0.032673455656626403,0.032801267845707013,0.032619441490409233,0.032359596885725317,0.033070506683686135,0.033142979534704124,0.032211030721457735,0.032474561053471671,0.032430255118826891,0.031806558868039868,0.033208253495138743,0.056719131473689677,0.033399758454106282,0.032875745052023841,0.032629619110732429,0.031854319342660448,0.032088926174496643,0.032119866814650386,0.032896838070903864,0.033602589208006961,0.031625496940188499,0.033569393569393570,0.031823027718550105,0.033709593677287847,0.060989523908308266,0.032030706381450474,0.033512388695315525,0.032672778744513416,
                    ,0.032535827410085809,0.032429659808221434,0.032824324024631549,0.032182590841808717,0.032565241286387971,0.032135401583164400,0.032971579893129051,0.031928371907422190,0.032372115962578794,0.032827887489842625,0.032094954226101764,0.049799364219083847,0.032004830917874399,0.031608897011484706,0.033521095648332229,0.031827670441927601,0.031939117929050818,0.031231964483906770,0.032542004617112943,0.031073215839860748,0.031670165721177472,0.033357753357753359,0.031769722814498934,0.031921235313347306,0.047583255037060235,0.031918475455096407,0.031794425087108016,0.031841674674700671,
                    ,                    ,0.032500046416365606,0.032781447978295852,0.033015881817467688,0.032787956954933875,0.032310370209479682,0.032953846881354332,0.031928371907422190,0.033071836998905722,0.033398191428294532,0.032489709743808104,0.057783104903851162,0.031932367149758452,0.033221878396433445,0.032519170690144844,0.031712191872085280,0.032088926174496643,0.032019977802441729,0.033665419799266696,0.031236401218450827,0.033739819240332931,0.032055352055352059,0.032089552238805968,0.033844201296079075,0.057083202839544836,0.030975735673722252,0.032641308555942702,0.031374178635431002,
                    ,                    ,                    ,0.032378314577116513,0.032211086004562309,0.032644844993025599,0.033222922096727482,0.032297725445689693,0.032878591380686356,0.032304301589014074,0.033200635162033414,0.032609467035696546,0.053066861222575437,0.033641304347826084,0.031844267685683235,0.031935371895610465,0.032586685221362877,0.032368568232662195,0.031354051054384019,0.032233374072565213,0.031426784160139248,0.031938178407111273,0.034008954008954012,0.032427149964463400,0.031536642116800954,0.053429376761666147,0.033085677089178693,0.032157375145180023,0.034828454925590210,
                    ,                    ,                    ,                    ,0.032908062282724387,0.032139936281630310,0.033214218260114080,0.033192257372992230,0.031666500399042299,0.032738930074133442,0.032048844854963877,0.032742530693350362,0.051800510709260512,0.032161835748792271,0.031816577018130468,0.033836662564296759,0.033550102140034434,0.031939117929050818,0.031742508324084352,0.034541930545782258,0.032324303742384680,0.032459314185315884,0.032022792022792020,0.032924662402274339,0.034421091090898602,0.051049170059505170,0.034252878723260979,0.033923732094463803,0.032335142716151989,
                    ,                    ,                    ,                    ,                    ,0.032154362244813037,0.032207909945982702,0.033074640538102072,0.032686552274541099,0.032208744971718321,0.032648968607191048,0.032902207082534954,0.053348272447756528,0.032801932367149761,0.032273473032751139,0.032637508283631544,0.032247705194422889,0.032268696069031641,0.033464918149783668,0.032430897621075760,0.033221823324630112,0.032414645404326918,0.032511192511192513,0.033137882018479031,0.032728881026094649,0.052719490552249712,0.030841058562097373,0.031987998451413084,0.033114302781601435,
                    ,                    ,                    ,                    ,                    ,                    ,0.032791145695614400,0.032484339247533668,0.032582205391623861,0.031767951543547619,0.032697425804575853,0.032933255269320845,0.051394027828443378,0.032886473429951692,0.032949776258372941,0.032377165577960804,0.034058572180444419,0.032778044103547462,0.032271733797225567,0.031393898991395379,0.032065926892950389,0.031551048971873559,0.032153032153032154,0.032977967306325517,0.031671249735592176,0.048188746215680131,0.032030706381450474,0.032375145180023226,0.033322078799054619,
                    ,                    ,                    ,                    ,                    ,                    ,                    ,0.032348115872787110,0.033732018546986112,0.032815991862275171,0.033301277033524923,0.032378823362429920,0.049882745322841211,0.032596618357487922,0.032630145362572610,0.033063523620183659,0.033336009491440756,0.034016458932566315,0.033743699540568266,0.031085268446847648,0.034200935596170580,0.032459314185315884,0.032413512413512410,0.032267235252309880,0.032998096263677099,0.048188746215680131,0.032434737716325109,0.030826558265582657,0.031893618679063970,
                    ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,0.032752177771112195,0.032288889231385724,0.032168124110064936,0.032862287985238804,0.055854916879462195,0.032258454106280192,0.031997832068706746,0.032282495503171450,0.031204003532528703,0.032937839565356342,0.034825371336812523,0.031690184314161207,0.032650674499564838,0.030910796444365032,0.032576312576312577,0.032658137882018476,0.031748168374901450,0.059024950412360375,0.032591861013220806,0.032617111885404566,0.033607770823052746,
                    ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,0.033176641030778477,0.033183078797664703,0.033245100874168647,0.052571785919016102,0.031841787439613529,0.033630729036382333,0.032724289185521789,0.033059473153673920,0.032348593799936085,0.032249431285962797,0.033801217238867698,0.031902741514360317,0.031963470319634701,0.032511192511192513,0.032782515991471216,0.032825029325231236,0.052385426453700805,0.031155305155888758,0.031794425087108016,0.033192218788146377,
