With spaces:
Mono
relative freq:
 	0.17267299630352081
о	0.09062301300772704
а	0.06957840738864761
е	0.06888060264465304
и	0.05259669580023925
т	0.04944714465842592
н	0.04845836341886606
с	0.04202454979469992
л	0.03957549762369195
в	0.037258462566412694
к	0.03458309534329838
р	0.034230151631084914
у	0.027839445635891413
д	0.02702578913903288
м	0.024679117586834932
п	0.02283626644825468
я	0.017674127878781348
ь	0.01694668663986809
г	0.016704206226897004
ы	0.015534911791014214
б	0.015179273851989956
з	0.014516494056535656
ч	0.01343610910540893
ш	0.009268140229117048
х	0.00805034971064004
ж	0.007956051772262397
й	0.007864448060695542
ю	0.005954241251845545
ц	0.0043403993921824315
щ	0.0020422239225786985
э	0.0016569494886357512
ф	0.0005657876302658663
Entropy: 4.368542074980911
H1: 0.11821377246963194
Bigrams with intersection:
Rel freq:
о 	0.02090456214655017
и 	0.01914253306498762
а 	0.01838814752548072
е 	0.0180082605216576
 н	0.016674614657172186
 с	0.01663689538019684
 п	0.016230066035677046
 в	0.015009578002117668
то	0.012102499440946431
 к	0.011199931027607817
ь 	0.011124492473657127
я 	0.010456322424379586
не	0.010262337571363526
 и	0.010097989293113807
на	0.009979442994048437
го	0.009044543771873814
 т	0.009020295665246805
ка	0.008987964856410796
ко	0.008826310812230745
по	0.00877781459897673
 о	0.00873470685386205
ст	0.008721235683513712
 д	0.008282075530157909
ал	0.0078025018657570935
но	0.00772975754587607
ро	0.007444168734491315
у 	0.007198993434151572
ло	0.007029256687762519
т 	0.007021173985553517
 б	0.0070130912833445145
м 	0.006889156516139809
ов	0.006563154193710041
ол	0.006538906087083033
й 	0.006439219426505336
во	0.006388028979181654
л 	0.0063664751066243135
от	0.006102440167796898
 ч	0.00609974593372723
ор	0.006021613145706873
за	0.006016224677567537
ва	0.00594886882582585
ак	0.005868041803735825
ть	0.00586265333559649
 м	0.005827628292690812
ет	0.0058033801860638045
ли	0.005768355143158127
ра	0.005736024334322117
к 	0.00572255316397378
та	0.005711776227695109
ер	0.005665974248510762
пр	0.005566287587933065
ни	0.005536651013166722
 г	0.005423493182240687
ла	0.005420798948171019
 з	0.005350748862359664
в 	0.005145987073064934
ел	0.005043606178417569
од	0.005013969603651226
  	0.004962779156327543
ог	0.004962779156327543
ри	0.0049573906881882086
ре	0.004949307985979206
те	0.004825373218774501
ос	0.0047822654736598205
ат	0.00469604998343046
ве	0.0046852730471517905
ы 	0.004612528727270768
де	0.00453439593925041
ил	0.004504759364484068
да	0.00444818044902105
ен	0.004432015044603045
ся	0.004410461172045705
ом	0.004348493788443352
он	0.004332328384025347
 у	0.004084458849615937
ес	0.003979383720898904
ю 	0.003952441380202229
 е	0.003806952740440184
ле	0.003801564272300849
 р	0.0037611507612558366
се	0.003736902654628829
ан	0.003720737250210824
ем	0.0036587698666084713
ме	0.003639910228120799
ви	0.0035375293334734335
ки	0.003524058163125096
ам	0.0035051985246374235
ит	0.003486338886149751
до	0.003486338886149751
н 	0.003418983034408063
ас	0.0034001233959203908
чт	0.003305825203482028
бы	0.0033031309694123608
аз	0.003273494394646018
че	0.0032654116924370155
сь	0.0031791962022076556
ег	0.00313069998895364
мо	0.0031280057548839727
ск	0.0031037576482569654
же	0.0030848980097692926
ин	0.0029959882854702653
ну	0.0029501863062859177
об	0.00294749207221625
ку	0.0029286324337285774
ми	0.00292593819965891
 л	0.002920549731519575
ру	0.0029016900930319022
ар	0.00286127658198689
вс	0.0028585823479172225
ль	0.0028531938797778872
х 	0.0028478054116385524
с 	0.002834334241290215
ед	0.002788532262105867
ив	0.002756201453269857
ав	0.002707705240015842
ти	0.0026780686652494996
ой	0.002616101281647147
ма	0.0026080185794381443
вы	0.002548745429905459
ис	0.0025379684936267894
ны	0.0025271915573481193
ок	0.0024813895781637717
сл	0.002476001110024437
пе	0.002443670301188427
ди	0.002381702917586074
уд	0.0023466778746803964
 х	0.002322429768053389
ду	0.002295487427356714
ши	0.0022820162570083764
бо	0.0022254373415453587
ая	0.002214660405266689
па	0.0022065777030576862
им	0.002187718064570014
св	0.002187718064570014
хо	0.0021850238305003464
бе	0.0021769411282913436
 ж	0.002171552660152009
дн	0.002158081489803671
тр	0.002136527617246331
са	0.002082642935852981
ше	0.002071865999574311
со	0.002034146722598966
кр	0.0019991216796932886
му	0.001974873573066281
ик	0.001953319700508941
ев	0.0019129061894639283
ту	0.0018590215080705782
ча	0.0018401618695829056
ое	0.0018239964651649006
оч	0.0018132195288862306
ля	0.0018078310607468956
ты	0.0017647233156322154
ад	0.0017377809749355405
зн	0.001735086740865873
чи	0.0017270040386568705
нн	0.0017216155705175355
д 	0.0016946732298208603
ул	0.0016865905276118578
ыл	0.0016758135913331879
ый	0.0016677308891241854
ид	0.0016650366550545177
еб	0.0016596481869151829
 э	0.0016434827824971779
ьк	0.0016380943143578428
 я	0.0015895981011038278
бу	0.0015869038670341601
из	0.0015788211648251576
ут	0.0015545730581981501
ож	0.0015518788241284827
оз	0.0015437961219194802
ою	0.0015357134197104777
ум	0.0015303249515711426
вш	0.0015060768449441351
лс	0.0015006883768048
ей	0.0014926056745957976
ры	0.0014899114405261301
ят	0.0014899114405261301
з 	0.0014872172064564625
лу	0.00146835756796879
мн	0.0014656633338991224
их	0.001462969099829455
ня	0.0014548863976204525
эт	0.0014548863976204525
ич	0.00144680369541145
оп	0.00144680369541145
 а	0.0014198613547147748
уж	0.0013929190140180999
жи	0.0013740593755304272
ба	0.0013740593755304272
тв	0.0013713651414607598
ее	0.0013659766733214247
тс	0.0013659766733214247
гл	0.0013578939711124222
ие	0.0013471170348337523
си	0.0013201746941370772
