à	 151089	 0.07978853179469143
á	 34940	 0.01845145113745222
â	 77582	 0.0409702484872873
ã	 35768	 0.018888709338419893
ä	 59477	 0.0314091860132297
å	 149450	 0.07892299291620591
æ	 18084	 0.009549972592148997
ç	 31574	 0.01667390149438799
è	 133692	 0.07060135676783807
é	 20844	 0.011007499928707903
ê	 68503	 0.03617572287546907
ë	 107360	 0.05669570103368261
ì	 58658	 0.030976680618794286
í	 119586	 0.0631521246629468
î	 213328	 0.11265630132370943
ï	 53240	 0.028115491086375392
ð	 86558	 0.04571038086879191
ñ	 96233	 0.0508196478909685
ò	 115078	 0.060771496679900595
ó	 57106	 0.03015708553678725
ô	 2841	 0.0015003025953492205
õ	 15821	 0.008354905794093634
ö	 6572	 0.003470604947777218
÷	 29917	 0.015798857002837955
ø	 15765	 0.0083253327756707
ù	 6245	 0.0032979196437718694
û	 33682	 0.01778711440216559
ü	 37195	 0.019642293218590023
ý	 9714	 0.00512986251714971
þ	 10692	 0.00564633416032167
ÿ	 37024	 0.019551989894477134
